id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1043,Listing 1043,7191,Host435,Manhattan,Upper West Side,40.55855,-74.00108,Entire home/apt,264.89,2,17,2023-06-15,0.09,3,33
1044,Listing 1044,2732,Host191,Brooklyn,Park Slope,40.86549,-73.75848,Private room,118.71,1,18,2023-06-15,0.02,6,103
1045,Listing 1045,8219,Host1,Manhattan,Harlem,40.8629,-73.95761,Private room,72.97,1,19,2023-06-15,0.85,7,7
1046,Listing 1046,5368,Host422,Manhattan,Chelsea,40.51543,-74.04377,Entire home/apt,240.3,2,16,2023-06-15,1.55,4,353
1047,Listing 1047,8876,Host216,Queens,Long Island City,40.83526,-73.86949,Private room,57.07,1,28,2023-06-15,2.33,3,64
1048,Listing 1048,8935,Host116,Queens,Flushing,40.54341,-73.86636,Entire home/apt,101.68,3,18,2023-06-15,3.26,6,138
1049,Listing 1049,4887,Host31,Manhattan,SoHo,40.5144,-73.75895,Entire home/apt,181.5,2,18,2023-06-15,0.09,6,168
1050,Listing 1050,4171,Host144,Brooklyn,Park Slope,40.86689,-73.77665,Entire home/apt,178.66,1,30,2023-06-15,1.27,2,77
1051,Listing 1051,2258,Host287,Manhattan,SoHo,40.80136,-73.71022,Entire home/apt,271.66,3,12,2023-06-15,1.25,8,278
1052,Listing 1052,5711,Host436,Manhattan,Upper West Side,40.80769,-73.79705,Private room,138.06,7,28,2023-06-15,0.88,3,213
1053,Listing 1053,5576,Host61,Queens,Flushing,40.50368,-73.97992,Private room,87.83,1,25,2023-06-15,0.4,2,342
1054,Listing 1054,5487,Host206,Manhattan,SoHo,40.76389,-73.8487,Private room,84.32,1,16,2023-06-15,0.09,3,191
1055,Listing 1055,7773,Host250,Manhattan,Chelsea,40.53579,-73.82181,Entire home/apt,292.22,2,18,2023-06-15,0.83,3,145
1056,Listing 1056,9956,Host166,Queens,Long Island City,40.63474,-74.01359,Private room,47.73,2,19,2023-06-15,1.03,5,188
1057,Listing 1057,9002,Host476,Brooklyn,Bushwick,40.53986,-73.90335,Private room,149.84,5,26,2023-06-15,1.03,6,200
1058,Listing 1058,4873,Host101,Manhattan,SoHo,40.67969,-73.89876,Entire home/apt,183.49,2,13,2023-06-15,1.34,8,247
1059,Listing 1059,3392,Host17,Brooklyn,Williamsburg,40.55868,-73.75568,Entire home/apt,170.87,1,26,2023-06-15,0.96,2,87
1060,Listing 1060,8861,Host352,Manhattan,SoHo,40.71823,-73.98705,Private room,120.56,1,28,2023-06-15,1.2,4,136
1061,Listing 1061,5779,Host230,Manhattan,SoHo,40.79911,-73.95144,Private room,217.05,1,18,2023-06-15,4.16,3,266
1062,Listing 1062,6896,Host476,Brooklyn,Bedford-Stuyvesant,40.66241,-73.92052,Shared room,21.54,5,15,2023-06-15,1.55,7,260
1063,Listing 1063,6301,Host166,Manhattan,Chelsea,40.613,-73.93679,Private room,85.91,1,18,2023-06-15,0.53,7,217
1064,Listing 1064,1899,Host406,Brooklyn,Park Slope,40.51152,-73.90481,Private room,113.61,2,19,2023-06-15,0.44,6,227
1065,Listing 1065,5901,Host208,Queens,Flushing,40.764,-73.94886,Private room,73.54,1,15,2023-06-15,2.48,8,57
1066,Listing 1066,2096,Host467,Manhattan,Upper West Side,40.83295,-73.81627,Entire home/apt,172.33,3,23,2023-06-15,0.59,3,144
1067,Listing 1067,1687,Host376,Queens,Flushing,40.64099,-73.77904,Entire home/apt,154.06,1,22,2023-06-15,3.23,9,308
1068,Listing 1068,3563,Host299,Manhattan,Harlem,40.89158,-73.92222,Shared room,65.38,2,26,2023-06-15,0.17,4,170
1069,Listing 1069,1749,Host173,Brooklyn,Park Slope,40.72601,-73.88612,Entire home/apt,187.0,5,25,2023-06-15,0.74,3,124
1070,Listing 1070,4816,Host428,Brooklyn,Bushwick,40.85775,-73.86643,Entire home/apt,145.42,1,21,2023-06-15,2.34,8,60
1071,Listing 1071,5089,Host113,Staten Island,St. George,40.50069,-74.01582,Shared room,70.94,1,23,2023-06-15,2.7,9,338
1072,Listing 1072,2845,Host493,Brooklyn,Bedford-Stuyvesant,40.68646,-73.97688,Entire home/apt,182.54,7,26,2023-06-15,0.12,4,313
1073,Listing 1073,8543,Host204,Brooklyn,Bushwick,40.82685,-73.7294,Entire home/apt,166.38,1,30,2023-06-15,0.1,7,342
1074,Listing 1074,1303,Host115,Bronx,Riverdale,40.58377,-73.71789,Private room,99.02,1,27,2023-06-15,0.83,6,267
1075,Listing 1075,8466,Host248,Manhattan,Harlem,40.59892,-73.96897,Private room,261.22,7,21,2023-06-15,0.93,1,140
1076,Listing 1076,3997,Host175,Queens,Long Island City,40.5869,-74.0272,Private room,91.8,3,23,2023-06-15,1.26,6,17
1077,Listing 1077,7345,Host225,Manhattan,SoHo,40.77139,-73.7634,Entire home/apt,237.55,2,20,2023-06-15,0.02,4,18
1078,Listing 1078,8436,Host125,Manhattan,Chelsea,40.82383,-73.71449,Entire home/apt,238.57,1,14,2023-06-15,0.47,7,346
1079,Listing 1079,3565,Host334,Brooklyn,Bedford-Stuyvesant,40.73139,-73.70434,Entire home/apt,137.47,1,19,2023-06-15,0.24,3,227
1080,Listing 1080,1163,Host239,Manhattan,Upper West Side,40.83812,-73.80628,Private room,92.68,3,24,2023-06-15,0.07,8,192
1081,Listing 1081,2070,Host115,Manhattan,Chelsea,40.8957,-73.78064,Entire home/apt,270.27,7,23,2023-06-15,0.89,2,178
1082,Listing 1082,7192,Host275,Brooklyn,Bedford-Stuyvesant,40.73445,-73.94565,Entire home/apt,185.23,1,25,2023-06-15,0.55,6,295
1083,Listing 1083,5390,Host68,Manhattan,Upper West Side,40.75832,-73.94372,Private room,142.9,5,21,2023-06-15,0.36,2,295
1084,Listing 1084,9075,Host41,Brooklyn,Bedford-Stuyvesant,40.7442,-73.97133,Private room,99.22,2,22,2023-06-15,1.16,6,242
1085,Listing 1085,8769,Host213,Manhattan,Harlem,40.57329,-74.0469,Entire home/apt,231.52,1,20,2023-06-15,0.81,2,181
1086,Listing 1086,4176,Host242,Brooklyn,Park Slope,40.56836,-73.89854,Private room,23.57,1,18,2023-06-15,2.61,4,169
1087,Listing 1087,9368,Host405,Manhattan,Harlem,40.75546,-73.99013,Shared room,71.41,5,20,2023-06-15,1.11,4,365
1088,Listing 1088,1584,Host327,Manhattan,SoHo,40.84093,-73.70244,Shared room,72.07,5,25,2023-06-15,3.07,6,82
1089,Listing 1089,7444,Host306,Staten Island,Tottenville,40.82211,-74.00121,Entire home/apt,182.0,2,26,2023-06-15,0.57,4,22
1090,Listing 1090,4168,Host281,Manhattan,SoHo,40.5839,-73.93509,Private room,141.13,5,23,2023-06-15,0.09,9,324
1091,Listing 1091,5863,Host455,Manhattan,Chelsea,40.63228,-74.04476,Private room,187.18,1,17,2023-06-15,2.85,7,6
1092,Listing 1092,4560,Host177,Manhattan,Harlem,40.80287,-74.0138,Private room,163.71,1,19,2023-06-15,0.82,3,260
1093,Listing 1093,5723,Host445,Bronx,Fordham,40.73294,-73.88704,Private room,51.7,3,23,2023-06-15,0.18,1,330
1094,Listing 1094,9989,Host425,Manhattan,Chelsea,40.86782,-73.8212,Entire home/apt,175.21,1,20,2023-06-15,0.49,3,100
1095,Listing 1095,3156,Host265,Brooklyn,Park Slope,40.84031,-73.96005,Private room,45.0,2,20,2023-06-15,1.29,9,151
1096,Listing 1096,7073,Host361,Brooklyn,Bushwick,40.63891,-73.98454,Private room,139.6,1,22,2023-06-15,0.67,1,365
1097,Listing 1097,9583,Host319,Queens,Astoria,40.70873,-74.00076,Private room,20.1,1,20,2023-06-15,0.75,2,116
1098,Listing 1098,6389,Host490,Queens,Astoria,40.84372,-74.00286,Entire home/apt,74.46,5,26,2023-06-15,1.29,4,320
1099,Listing 1099,5680,Host479,Manhattan,Chelsea,40.61706,-73.90158,Entire home/apt,265.03,2,21,2023-06-15,0.01,2,267
1100,Listing 1100,3458,Host140,Brooklyn,Bedford-Stuyvesant,40.52666,-73.73562,Entire home/apt,151.98,1,21,2023-06-15,0.18,3,316
1101,Listing 1101,9368,Host489,Manhattan,Upper West Side,40.85171,-73.77728,Entire home/apt,269.7,1,23,2023-06-15,0.24,7,22
1102,Listing 1102,3839,Host245,Brooklyn,Park Slope,40.80736,-73.78472,Entire home/apt,117.88,2,24,2023-06-15,2.56,5,271
1103,Listing 1103,8210,Host468,Brooklyn,Bushwick,40.7066,-73.88051,Entire home/apt,180.67,2,17,2023-06-15,0.62,1,335
1104,Listing 1104,9977,Host234,Bronx,Fordham,40.85026,-74.012,Entire home/apt,111.88,3,15,2023-06-15,0.25,2,179
1105,Listing 1105,2098,Host344,Brooklyn,Park Slope,40.72376,-73.72354,Entire home/apt,172.48,1,15,2023-06-15,2.23,5,71
1106,Listing 1106,5401,Host46,Manhattan,Upper West Side,40.7576,-73.70192,Entire home/apt,225.28,1,20,2023-06-15,2.95,1,61
1107,Listing 1107,9828,Host301,Manhattan,SoHo,40.7202,-73.94245,Entire home/apt,228.95,2,27,2023-06-15,0.5,2,271
1108,Listing 1108,4094,Host418,Brooklyn,Bedford-Stuyvesant,40.71395,-73.85558,Private room,72.95,1,15,2023-06-15,1.93,7,273
1109,Listing 1109,9041,Host132,Manhattan,Chelsea,40.54536,-73.8982,Private room,186.11,2,21,2023-06-15,5.71,3,136
1110,Listing 1110,7030,Host452,Manhattan,Harlem,40.80876,-73.86917,Private room,150.65,2,23,2023-06-15,1.01,9,125
1111,Listing 1111,4055,Host95,Manhattan,Upper West Side,40.57973,-74.02716,Entire home/apt,234.27,5,26,2023-06-15,0.87,9,45
1112,Listing 1112,9506,Host436,Queens,Flushing,40.84356,-73.73646,Entire home/apt,140.5,7,26,2023-06-15,0.71,1,331
1113,Listing 1113,9456,Host333,Brooklyn,Bushwick,40.78578,-73.90915,Entire home/apt,92.71,1,20,2023-06-15,4.39,7,86
1114,Listing 1114,5723,Host118,Manhattan,Harlem,40.69431,-73.87457,Private room,149.78,1,21,2023-06-15,0.71,2,155
1115,Listing 1115,2187,Host62,Brooklyn,Williamsburg,40.55274,-73.87231,Entire home/apt,124.83,3,22,2023-06-15,0.72,2,308
1116,Listing 1116,1915,Host478,Queens,Long Island City,40.7051,-73.72425,Entire home/apt,85.18,3,21,2023-06-15,1.31,4,262
1117,Listing 1117,5290,Host251,Brooklyn,Bushwick,40.73748,-74.02648,Private room,84.58,3,23,2023-06-15,2.68,3,181
1118,Listing 1118,5904,Host348,Brooklyn,Williamsburg,40.83694,-73.9504,Private room,124.95,2,14,2023-06-15,1.58,2,304
1119,Listing 1119,3808,Host28,Brooklyn,Park Slope,40.79536,-73.77902,Private room,98.43,2,23,2023-06-15,2.05,9,244
1120,Listing 1120,3841,Host335,Brooklyn,Williamsburg,40.53421,-73.74596,Private room,80.79,1,16,2023-06-15,1.0,8,351
1121,Listing 1121,2419,Host316,Manhattan,Upper West Side,40.52766,-73.92822,Entire home/apt,292.47,1,22,2023-06-15,0.41,1,195
1122,Listing 1122,8750,Host327,Manhattan,Harlem,40.8692,-73.93596,Entire home/apt,163.56,3,16,2023-06-15,0.47,9,204
1123,Listing 1123,4907,Host277,Brooklyn,Bushwick,40.50733,-73.96227,Private room,100.23,1,16,2023-06-15,1.05,2,181
1124,Listing 1124,6714,Host400,Manhattan,Chelsea,40.80433,-73.88012,Private room,167.72,1,14,2023-06-15,0.18,1,80
1125,Listing 1125,6140,Host319,Brooklyn,Williamsburg,40.66879,-73.74466,Entire home/apt,193.99,1,22,2023-06-15,0.92,8,270
1126,Listing 1126,6060,Host262,Bronx,Riverdale,40.67266,-73.93372,Entire home/apt,21.18,2,20,2023-06-15,0.21,2,235
1127,Listing 1127,9885,Host319,Manhattan,Chelsea,40.70432,-73.85888,Entire home/apt,212.78,5,15,2023-06-15,2.63,8,224
1128,Listing 1128,1810,Host97,Brooklyn,Park Slope,40.65945,-73.78459,Private room,20.0,3,15,2023-06-15,1.38,8,277
1129,Listing 1129,3906,Host211,Brooklyn,Williamsburg,40.76844,-73.71473,Private room,162.33,3,17,2023-06-15,0.04,8,26
1130,Listing 1130,2064,Host238,Queens,Astoria,40.60895,-73.75878,Entire home/apt,107.96,1,24,2023-06-15,2.56,4,287
1131,Listing 1131,9455,Host433,Manhattan,Harlem,40.68874,-73.7459,Private room,142.66,2,20,2023-06-15,0.21,3,85
1132,Listing 1132,6888,Host135,Brooklyn,Williamsburg,40.64204,-73.87652,Entire home/apt,198.41,5,24,2023-06-15,2.65,4,263
1133,Listing 1133,3321,Host344,Brooklyn,Park Slope,40.77676,-74.03984,Entire home/apt,212.5,2,28,2023-06-15,1.14,7,137
1134,Listing 1134,3792,Host421,Brooklyn,Bedford-Stuyvesant,40.85317,-73.84971,Entire home/apt,95.02,5,20,2023-06-15,0.29,4,175
1135,Listing 1135,7773,Host282,Manhattan,SoHo,40.66006,-73.8425,Private room,87.99,2,17,2023-06-15,1.33,6,154
1136,Listing 1136,1025,Host23,Staten Island,St. George,40.84648,-73.74102,Entire home/apt,77.02,1,19,2023-06-15,0.19,6,208
1137,Listing 1137,5980,Host265,Bronx,Riverdale,40.73879,-73.85083,Entire home/apt,85.03,1,20,2023-06-15,0.25,1,179
1138,Listing 1138,6319,Host160,Brooklyn,Park Slope,40.60666,-73.7053,Entire home/apt,199.6,7,13,2023-06-15,0.38,2,188
1139,Listing 1139,6136,Host453,Staten Island,St. George,40.51407,-74.02913,Private room,69.6,1,12,2023-06-15,1.25,3,296
1140,Listing 1140,8838,Host446,Brooklyn,Williamsburg,40.71168,-73.89272,Entire home/apt,147.67,2,17,2023-06-15,0.06,4,82
1141,Listing 1141,7974,Host128,Brooklyn,Bushwick,40.8806,-73.79999,Entire home/apt,168.85,1,17,2023-06-15,0.1,8,24
1142,Listing 1142,8097,Host233,Manhattan,SoHo,40.58411,-74.01929,Entire home/apt,238.31,1,24,2023-06-15,0.06,5,123
1143,Listing 1143,1727,Host384,Manhattan,Chelsea,40.64083,-73.83788,Private room,146.55,1,19,2023-06-15,0.21,9,72
1144,Listing 1144,2756,Host139,Staten Island,St. George,40.7142,-73.74977,Entire home/apt,112.41,1,20,2023-06-15,2.37,4,265
1145,Listing 1145,8483,Host340,Brooklyn,Williamsburg,40.55904,-73.9279,Private room,113.01,5,27,2023-06-15,1.16,5,275
1146,Listing 1146,7185,Host333,Brooklyn,Bedford-Stuyvesant,40.73106,-73.89647,Shared room,55.4,1,15,2023-06-15,1.98,1,106
1147,Listing 1147,1604,Host181,Manhattan,Upper West Side,40.88674,-73.81524,Entire home/apt,164.36,1,29,2023-06-15,0.16,5,61
1148,Listing 1148,4754,Host156,Brooklyn,Williamsburg,40.81806,-73.90672,Entire home/apt,200.43,1,16,2023-06-15,1.17,2,227
1149,Listing 1149,6546,Host395,Manhattan,Chelsea,40.71586,-74.01947,Entire home/apt,172.96,3,19,2023-06-15,4.39,8,256
1150,Listing 1150,2225,Host63,Brooklyn,Bushwick,40.59665,-73.80789,Private room,153.92,1,32,2023-06-15,2.14,4,216
1151,Listing 1151,6305,Host48,Staten Island,St. George,40.63407,-73.93241,Private room,67.01,2,15,2023-06-15,0.39,4,112
1152,Listing 1152,2943,Host75,Brooklyn,Williamsburg,40.73444,-73.77604,Entire home/apt,140.33,3,16,2023-06-15,1.24,9,139
1153,Listing 1153,5936,Host6,Staten Island,St. George,40.71007,-73.75784,Entire home/apt,58.51,1,17,2023-06-15,0.1,8,281
1154,Listing 1154,6609,Host142,Manhattan,SoHo,40.89544,-74.04224,Entire home/apt,254.43,1,19,2023-06-15,1.33,8,351
1155,Listing 1155,9526,Host252,Staten Island,Tottenville,40.69124,-73.81419,Private room,53.32,2,17,2023-06-15,0.29,3,103
1156,Listing 1156,7990,Host117,Manhattan,Chelsea,40.51621,-73.82035,Private room,163.09,5,16,2023-06-15,0.47,9,254
1157,Listing 1157,4733,Host360,Queens,Long Island City,40.64941,-73.82884,Private room,92.72,2,17,2023-06-15,0.97,4,268
1158,Listing 1158,4477,Host155,Manhattan,Chelsea,40.74913,-73.99649,Private room,167.59,5,16,2023-06-15,0.4,6,26
1159,Listing 1159,3102,Host399,Manhattan,SoHo,40.66024,-73.88101,Private room,120.9,1,17,2023-06-15,0.29,7,115
1160,Listing 1160,5823,Host132,Brooklyn,Park Slope,40.84579,-73.95009,Private room,125.54,2,23,2023-06-15,0.07,3,79
1161,Listing 1161,4564,Host48,Manhattan,Upper West Side,40.5138,-73.93598,Private room,203.89,7,30,2023-06-15,0.27,8,265
1162,Listing 1162,7917,Host423,Brooklyn,Bushwick,40.69083,-73.74675,Entire home/apt,197.64,1,22,2023-06-15,0.22,1,103
1163,Listing 1163,5470,Host165,Manhattan,SoHo,40.5219,-73.77838,Private room,187.49,2,12,2023-06-15,0.1,4,347
1164,Listing 1164,1561,Host488,Manhattan,Harlem,40.58463,-73.83508,Entire home/apt,170.71,3,23,2023-06-15,2.31,8,241
1165,Listing 1165,9243,Host492,Manhattan,SoHo,40.74819,-73.88907,Entire home/apt,196.1,1,17,2023-06-15,0.67,1,56
1166,Listing 1166,3416,Host93,Manhattan,SoHo,40.75908,-73.96901,Private room,189.75,2,13,2023-06-15,1.22,1,165
1167,Listing 1167,4080,Host233,Brooklyn,Bushwick,40.89589,-73.92262,Entire home/apt,261.07,5,20,2023-06-15,1.92,3,123
1168,Listing 1168,8087,Host201,Brooklyn,Park Slope,40.68254,-73.9781,Private room,66.98,1,15,2023-06-15,3.03,8,277
1169,Listing 1169,4093,Host256,Manhattan,Upper West Side,40.80168,-73.96515,Entire home/apt,266.64,1,19,2023-06-15,3.35,1,42
1170,Listing 1170,9140,Host389,Bronx,Riverdale,40.62207,-73.87683,Private room,99.55,1,28,2023-06-15,0.16,3,346
1171,Listing 1171,4233,Host344,Brooklyn,Bushwick,40.73023,-73.88783,Private room,137.73,3,24,2023-06-15,3.42,6,160
1172,Listing 1172,4680,Host213,Manhattan,Harlem,40.6823,-74.02349,Private room,142.5,1,21,2023-06-15,0.57,9,129
1173,Listing 1173,2537,Host250,Brooklyn,Park Slope,40.63652,-73.71168,Entire home/apt,188.17,2,24,2023-06-15,0.28,8,94
1174,Listing 1174,7582,Host57,Brooklyn,Park Slope,40.608,-73.92653,Private room,124.13,5,17,2023-06-15,1.46,3,56
1175,Listing 1175,1111,Host148,Brooklyn,Bedford-Stuyvesant,40.78732,-73.93209,Private room,146.75,2,20,2023-06-15,2.56,6,36
1176,Listing 1176,8675,Host228,Brooklyn,Williamsburg,40.75337,-73.99205,Entire home/apt,167.59,2,27,2023-06-15,1.31,2,48
1177,Listing 1177,2304,Host355,Bronx,Fordham,40.51493,-73.78094,Private room,20.0,5,16,2023-06-15,0.05,7,3
1178,Listing 1178,4244,Host193,Queens,Astoria,40.54385,-73.87854,Entire home/apt,156.57,1,21,2023-06-15,1.16,3,243
1179,Listing 1179,7950,Host203,Brooklyn,Bushwick,40.62087,-73.95286,Private room,20.0,5,21,2023-06-15,5.11,7,175
1180,Listing 1180,8720,Host184,Brooklyn,Park Slope,40.86149,-73.98797,Entire home/apt,188.6,3,20,2023-06-15,0.4,8,273
1181,Listing 1181,7713,Host255,Brooklyn,Park Slope,40.6835,-73.72155,Entire home/apt,246.1,1,30,2023-06-15,0.74,8,196
1182,Listing 1182,6251,Host120,Manhattan,SoHo,40.70557,-74.03798,Entire home/apt,234.47,3,22,2023-06-15,0.32,9,365
1183,Listing 1183,8399,Host420,Bronx,Fordham,40.80364,-73.7755,Entire home/apt,108.8,7,18,2023-06-15,0.54,6,300
1184,Listing 1184,3781,Host356,Queens,Long Island City,40.78197,-73.81238,Private room,132.24,2,19,2023-06-15,0.11,4,330
1185,Listing 1185,4381,Host17,Manhattan,SoHo,40.61704,-73.85687,Shared room,56.86,1,14,2023-06-15,1.2,5,127
1186,Listing 1186,5704,Host249,Manhattan,SoHo,40.85908,-73.70711,Private room,216.59,2,27,2023-06-15,0.04,2,239
1187,Listing 1187,3374,Host336,Brooklyn,Park Slope,40.63662,-73.71424,Entire home/apt,134.84,3,19,2023-06-15,2.0,3,1
1188,Listing 1188,6961,Host361,Queens,Long Island City,40.72749,-73.89193,Entire home/apt,201.98,2,13,2023-06-15,2.06,9,90
1189,Listing 1189,1416,Host214,Brooklyn,Williamsburg,40.78441,-73.91631,Entire home/apt,230.05,7,17,2023-06-15,0.54,8,53
1190,Listing 1190,8733,Host216,Manhattan,Upper West Side,40.7243,-73.95968,Entire home/apt,264.7,1,23,2023-06-15,0.72,8,36
1191,Listing 1191,1690,Host404,Queens,Long Island City,40.58687,-73.8881,Private room,99.48,2,18,2023-06-15,0.05,1,48
1192,Listing 1192,2399,Host287,Brooklyn,Williamsburg,40.59225,-73.94801,Entire home/apt,168.71,5,19,2023-06-15,0.82,3,297
1193,Listing 1193,4185,Host167,Brooklyn,Bedford-Stuyvesant,40.51772,-74.03342,Entire home/apt,137.78,7,26,2023-06-15,0.21,6,345
1194,Listing 1194,5231,Host489,Manhattan,Chelsea,40.75147,-73.74015,Entire home/apt,238.7,3,18,2023-06-15,0.4,1,268
1195,Listing 1195,6549,Host280,Brooklyn,Park Slope,40.84177,-73.84421,Entire home/apt,150.55,1,19,2023-06-15,2.66,8,255
1196,Listing 1196,3577,Host164,Manhattan,Upper West Side,40.75032,-73.87845,Shared room,41.47,1,11,2023-06-15,0.34,1,49
1197,Listing 1197,7018,Host262,Bronx,Riverdale,40.60513,-73.84849,Entire home/apt,128.62,5,28,2023-06-15,0.66,5,364
1198,Listing 1198,6272,Host219,Manhattan,Chelsea,40.5191,-73.94908,Entire home/apt,162.69,2,14,2023-06-15,0.36,2,104
1199,Listing 1199,9207,Host277,Manhattan,Harlem,40.73574,-74.00026,Entire home/apt,227.1,1,21,2023-06-15,1.36,5,358
1200,Listing 1200,8067,Host121,Manhattan,Upper West Side,40.87834,-74.02054,Entire home/apt,274.73,1,19,2023-06-15,0.3,5,214
1201,Listing 1201,8059,Host154,Manhattan,Chelsea,40.87345,-73.87097,Entire home/apt,258.43,3,25,2023-06-15,2.16,6,31
1202,Listing 1202,3736,Host445,Queens,Astoria,40.7575,-73.86608,Private room,85.18,1,23,2023-06-15,1.13,5,93
1203,Listing 1203,2272,Host229,Brooklyn,Bushwick,40.8005,-73.71216,Entire home/apt,209.8,7,16,2023-06-15,0.91,5,190
1204,Listing 1204,4571,Host350,Brooklyn,Park Slope,40.51786,-73.93271,Private room,175.8,1,23,2023-06-15,0.7,9,66
1205,Listing 1205,2431,Host54,Brooklyn,Bushwick,40.88403,-74.02637,Private room,77.33,2,18,2023-06-15,0.04,3,360
1206,Listing 1206,5966,Host136,Brooklyn,Bedford-Stuyvesant,40.6038,-73.80659,Private room,69.7,1,24,2023-06-15,2.77,8,64
1207,Listing 1207,9736,Host200,Brooklyn,Williamsburg,40.54858,-73.95146,Entire home/apt,166.77,1,23,2023-06-15,0.27,7,203
1208,Listing 1208,6835,Host498,Manhattan,Upper West Side,40.74828,-73.74127,Entire home/apt,226.28,1,21,2023-06-15,0.64,5,297
1209,Listing 1209,1913,Host221,Manhattan,Upper West Side,40.78381,-73.83566,Entire home/apt,259.9,7,20,2023-06-15,1.45,9,364
1210,Listing 1210,1102,Host300,Manhattan,Chelsea,40.72751,-74.00921,Entire home/apt,253.74,2,15,2023-06-15,0.67,3,291
1211,Listing 1211,2263,Host320,Brooklyn,Park Slope,40.83205,-73.81216,Entire home/apt,117.76,1,18,2023-06-15,0.9,4,232
1212,Listing 1212,8926,Host394,Manhattan,Harlem,40.76077,-73.9483,Entire home/apt,193.84,30,19,2023-06-15,1.39,7,329
1213,Listing 1213,6826,Host58,Bronx,Riverdale,40.50485,-74.00341,Shared room,20.0,5,36,2023-06-15,0.92,2,104
1214,Listing 1214,7225,Host12,Manhattan,Chelsea,40.7338,-73.89613,Private room,94.03,1,11,2023-06-15,0.26,4,351
1215,Listing 1215,1313,Host218,Manhattan,Chelsea,40.75983,-74.03237,Entire home/apt,230.41,3,21,2023-06-15,1.0,9,11
1216,Listing 1216,1069,Host108,Queens,Flushing,40.55633,-73.81068,Entire home/apt,173.98,1,27,2023-06-15,1.25,9,269
1217,Listing 1217,1941,Host443,Bronx,Fordham,40.7335,-73.74528,Private room,60.11,1,14,2023-06-15,0.23,8,41
1218,Listing 1218,6575,Host235,Manhattan,Upper West Side,40.67122,-73.93589,Entire home/apt,245.1,2,14,2023-06-15,4.73,7,4
1219,Listing 1219,8884,Host401,Queens,Flushing,40.88123,-73.96519,Private room,60.55,2,18,2023-06-15,0.41,4,153
1220,Listing 1220,6816,Host353,Queens,Long Island City,40.58014,-73.8601,Entire home/apt,72.57,2,18,2023-06-15,1.41,6,148
1221,Listing 1221,5274,Host457,Manhattan,Harlem,40.75333,-73.80902,Entire home/apt,186.44,3,21,2023-06-15,0.56,5,178
1222,Listing 1222,5407,Host224,Brooklyn,Bushwick,40.87111,-73.82985,Private room,51.41,3,15,2023-06-15,0.91,8,364
1223,Listing 1223,7913,Host168,Brooklyn,Park Slope,40.75871,-73.70252,Private room,91.05,2,8,2023-06-15,0.46,5,351
1224,Listing 1224,1554,Host368,Queens,Astoria,40.70106,-73.82035,Private room,126.14,2,22,2023-06-15,0.5,3,313
1225,Listing 1225,9018,Host369,Manhattan,SoHo,40.70222,-73.82245,Entire home/apt,250.02,1,24,2023-06-15,0.41,8,193
1226,Listing 1226,1109,Host149,Manhattan,Chelsea,40.87499,-73.98457,Entire home/apt,247.14,2,18,2023-06-15,0.94,8,320
1227,Listing 1227,4529,Host383,Brooklyn,Bedford-Stuyvesant,40.66703,-73.81702,Private room,109.77,2,26,2023-06-15,0.45,4,326
1228,Listing 1228,7086,Host444,Manhattan,SoHo,40.6042,-73.74986,Private room,49.68,1,22,2023-06-15,0.68,4,160
1229,Listing 1229,6898,Host437,Brooklyn,Bedford-Stuyvesant,40.86606,-73.96676,Entire home/apt,157.54,2,14,2023-06-15,0.17,8,179
1230,Listing 1230,9106,Host329,Manhattan,Upper West Side,40.75543,-73.84359,Entire home/apt,231.16,1,25,2023-06-15,0.21,6,183
1231,Listing 1231,6293,Host468,Brooklyn,Williamsburg,40.50395,-73.93167,Private room,27.44,1,26,2023-06-15,0.54,6,183
1232,Listing 1232,9972,Host97,Brooklyn,Williamsburg,40.70231,-73.82235,Entire home/apt,114.08,7,24,2023-06-15,1.66,6,344
1233,Listing 1233,3912,Host219,Manhattan,Chelsea,40.71488,-73.75394,Entire home/apt,222.68,2,19,2023-06-15,0.92,6,102
1234,Listing 1234,9563,Host167,Bronx,Fordham,40.60193,-73.99511,Entire home/apt,108.51,3,27,2023-06-15,2.25,2,54
1235,Listing 1235,4613,Host323,Manhattan,Upper West Side,40.55989,-73.77607,Private room,81.85,2,18,2023-06-15,2.32,8,356
1236,Listing 1236,8550,Host46,Brooklyn,Park Slope,40.63699,-73.8514,Private room,130.83,1,18,2023-06-15,0.24,3,186
1237,Listing 1237,9561,Host14,Brooklyn,Bushwick,40.70415,-73.70459,Entire home/apt,90.04,1,19,2023-06-15,0.12,3,340
1238,Listing 1238,9847,Host274,Manhattan,Chelsea,40.68838,-73.76971,Entire home/apt,188.24,2,21,2023-06-15,0.97,6,99
1239,Listing 1239,3151,Host470,Brooklyn,Park Slope,40.67858,-74.00705,Entire home/apt,113.08,1,17,2023-06-15,0.63,6,43
1240,Listing 1240,9676,Host169,Brooklyn,Bushwick,40.62653,-73.99367,Entire home/apt,197.58,2,22,2023-06-15,0.58,3,334
1241,Listing 1241,9989,Host20,Queens,Flushing,40.70667,-73.70284,Entire home/apt,92.75,1,20,2023-06-15,0.21,9,218
